Designator,Mid X,Mid Y,Rotation,Layer
A1,160.36,-79.45,0.0,top
C1,183.6,-64.74,0.0,top
C2,130.52,-105.2,180.0,top
C3,180.58,-61.65,270.0,top
D1,178.02,-56.74,180.0,top
J1,135.069999,-64.96,0.0,top
J2,188.35,-58.15,0.0,top
J3,142.595,-56.6025,180.0,top
J4,128.07,-73.08,180.0,top
J5,130.54,-55.26,270.0,top
R1,136.92,-105.61,180.0,top
U1,183.74,-85.19,90.0,top
U3,147.96675,-71.795,270.0,top
