Designator,Mid X,Mid Y,Rotation,Layer
A1,161.14,-79.48,0.0,top
C1,183.58,-65.5,0.0,top
C2,132.12,-105.24,180.0,top
C3,180.53,-61.15,270.0,top
D1,178.02,-56.74,180.0,top
J1,135.069999,-64.96,0.0,top
J2,188.35,-58.15,0.0,top
J3,142.595,-56.6025,180.0,top
J4,128.07,-73.08,180.0,top
J5,130.54,-55.26,270.0,top
R1,136.92,-105.71,180.0,top
U1,183.74,-85.19,90.0,top
U3,147.96675,-71.795,270.0,top
